OBJECTID,Join_Count,TARGET_FID,url,building,PerSqFeet,lat,lon,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,Shape_Leng
241,1,241,https://hk.centanet.com/findproperty/centadata-details/%E5%92%8C%E6%98%8E%E8%8B%91_2-XIZNZHTEHD,和明苑,7775,22.31527,114.2665,WO YAT HOUSE,和逸閣,0,162000,1385.7,163385.7,41,25,25700,0.2,1,0,0,1,1,845503,819590,西貢區,Sai Kung,*,254.6957878
242,2,242,https://hk.centanet.com/findproperty/centadata-details/%E5%A5%BD%E5%88%A9%E6%B4%8B%E6%A8%93_2-BWWAGPBXPS,好利洋樓,7784,22.44492,114.02703,HOLLY BUILDING,好利洋樓,134,5120.9,500.8,5621.7,25,46,14750,0.05,1,0,0,0,0,820844,833952,元朗區,Yuen Long,*,91.66033357
243,1,243,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E8%80%80%E8%A1%979%E8%99%9F_2-MZLHIHLJHT,永耀街9號,7792,22.31927,114.18799,NO SPECIFIC NAME,沒有名稱,0,1331,166,1497,10,66,20000,0.2,0,0,0,0,0,0,0,九龍城區,Kowloon City, ,26.80272878
244,1,244,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E6%AC%A3%E8%8A%B1%E5%9C%92_2-ODQFQRVSRV,富欣花園,7794,22.26532,114.24836,HARMONY GARDEN BLOCK 8,富欣花園第８座,2340,136469,5375.2,141844.2,33,28,37160,1.5,1,0,0,1,1,843634,814057,東區,Eastern,*,199.3761171
245,1,245,https://hk.centanet.com/findproperty/centadata-details/%E6%99%AF%E7%94%B0%E8%8B%91_2-DFJJURSARV,景田苑,7805,22.36656,114.17986,MAN SAM HOUSE,文心閣,0,12601.1,142.6,12743.7,31,41,27000,1.5,1,0,0,0,1,836580,825259,沙田區,Sha Tin,*,114.6241849
246,1,246,https://hk.centanet.com/findproperty/centadata-details/%E8%B1%90%E6%99%AF%E6%A8%93_2-MLXMIHLHHZ,豐景樓,7822,22.31478,114.22732,FUNG KING BUILDING,豐景樓,0,5347.4,0,5347.4,13,60,28500,0.7,1,0,0,1,0,841477,819536,觀塘區,Kwun Tong,*,166.5294545
247,1,247,https://hk.centanet.com/findproperty/centadata-details/%E6%A5%93%E8%8F%AF%E6%A8%93_2-UDDUURUSRJ,楓華樓,7836,22.32834,114.16616,MAPLE MANSION,楓華樓,0,3929.7,953.6,4883.3,12,59,22320,0.4,1,2,0,1,0,835164,821038,深水埗區,Sham Shui Po,***,92.97417251
248,1,248,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E5%A6%82%E5%A4%A7%E5%BB%88_2-UUJJURVRRO,永如大廈,7849,22.31986,114.16898,WINNER MANSION,永如大廈,0,4802.4,2389.5,7191.9,17,56,17850,0.05,1,0,1,0,0,0,0,油尖旺區,Yau Tsim Mong, ,59.70578154
249,1,249,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E8%8F%AF%E5%A4%A7%E5%BB%88_2-OOCVFRVORU,永華大廈,7852,22.27783,114.22924,WING WAH HOUSE,永華大廈,0,1516,257.3,1773.3,10,58,25000,0.05,1,0,0,1,0,841663,815448,東區,Eastern,*,58.19277464
250,1,250,https://hk.centanet.com/findproperty/centadata-details/%E5%9F%BA%E9%9A%86%E8%A1%97230%E8%99%9F_2-MXMHZHDXHX,基隆街230號,7858,22.32894,114.16211,NO SPECIFIC NAME,沒有名稱,0,1192.9,143.4,1336.3,10,62,17550,0.05,0,0,1,1,0,0,0,深水埗區,Sham Shui Po, ,47.10307108
251,2,251,https://hk.centanet.com/findproperty/centadata-details/%E9%8C%A6%E7%8F%8A%E5%9C%92_2-VCRRQROXRV,錦珊園,7867,22.43396,113.9973,CORONET COURT,錦珊園,88,5861.3,700.2,6561.5,13,29,31000,0.05,1,0,0,0,0,817782,832741,元朗區,Yuen Long,*,202.1458148
252,2,252,https://hk.centanet.com/findproperty/centadata-details/%E5%85%83%E5%B7%9E%E8%A1%9718A%E8%99%9F_2-MXDSTHSVHX,元州街18A號,7868,22.33165,114.16431,NO SPECIFIC NAME,沒有名稱,0,2380,420.4,2800.4,10,60,18000,0.2,0,1,0,1,0,834978,821397,深水埗區,Sham Shui Po,**,86.23632315
253,2,253,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E6%99%AF%E8%8A%B1%E5%9C%92_2-TXZHZHNYHN,富景花園,7877,22.28179,114.14741,SCENIC HEIGHTS BLOCK 1,富景花園 第一座,216,20033.1,0,20033.1,33,37,76500,0.8,1,0,0,0,0,833222,815882,中西區,Central and Western,*,111.328415
254,1,254,https://hk.centanet.com/findproperty/centadata-details/%E6%81%86%E6%98%9F%E6%A8%93_2-ESDYBPGAPK,恆星樓,7879,22.41762,114.22886,HENG SING HOUSE,恆星樓,816,43261,1245,44506,35,37,23750,1.5,1,0,0,0,1,841624,830924,沙田區,Sha Tin,*,267.6490299
255,2,255,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%9A%E5%96%9C%E5%A4%A7%E5%BB%88_2-MLXHIHLEHZ,多喜大廈,7887,22.31735,114.2163,Dor Hei Building - Podium,多喜大廈 - 平台,0,1500.8,1942.8,3443.6,1,52,21250,0.4,1,0,0,1,0,840326,819820,觀塘區,Kwun Tong,*,95.22781642
256,1,256,https://hk.centanet.com/findproperty/centadata-details/%E6%96%87%E8%8B%91%E6%A8%93_2-MMSTIHDAHN,文苑樓,7895,22.30752,114.16712,MAN YUEN BUILDING,文苑樓,0,28838,2451.7,31289.7,19,60,16480,0.2,0,2,0,0,0,835270,818733,油尖旺區,Yau Tsim Mong,***,133.9535143
257,1,257,https://hk.centanet.com/findproperty/centadata-details/%E5%B0%9A%E5%9F%8E_2-BSSPWPPEPW,尚城,7909,22.43381,114.00178,UPTOWN,尚城,734,49870.2,415,50285.2,20,13,40000,0.6,1,0,0,0,0,818243,832725,元朗區,Yuen Long,*,128.8787152
258,1,258,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E9%BA%97%E6%99%AF%E5%94%90%E6%A8%93_2-EYGGWPWXPK,新麗景唐樓,7910,22.29016,114.21002,LAI KING MANSION,麗景大廈,0,8618,588.9,9206.9,12,63,30820,0.2,1,0,0,1,0,839674,816804,東區,Eastern,*,157.919689
259,1,259,https://hk.centanet.com/findproperty/centadata-details/%E8%A3%95%E6%97%BA%E5%A4%A7%E5%BB%88_2-UURSFRRXRJ,裕旺大廈,7914,22.31696,114.17144,YUE WONG BUILDING,裕旺大廈,0,1938.7,204.3,2143,12,59,19640,0.3,1,0,1,1,0,835709,819771,油尖旺區,Yau Tsim Mong,*,60.82109457
260,1,260,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%B1%E7%99%BC%E5%A4%A7%E5%BB%88_2-TNSNTHZXHD,東發大廈,7917,22.29038,114.20019,TUNG FAT BUILDING BLOCK A,東發大廈A座,0,33668,2672,36340,16,61,22170,0.05,1,0,0,1,0,838671,816830,東區,Eastern,*,96.44023117
261,1,261,https://hk.centanet.com/findproperty/centadata-details/%E9%A6%99%E6%B8%AF%E9%BB%83%E9%87%91%E6%B5%B7%E5%B2%B8_2-SUQRFROHRD,香港黃金海岸,7917,22.3723,113.99224,NO SPECIFIC NAME,沒有名稱,0,0,5103.1,5103.1,2,32,41000,2.5,0,0,0,0,1,0,0,屯門區,Tuen Mun, ,131.3886978
262,1,262,https://hk.centanet.com/findproperty/centadata-details/%E8%8F%AF%E8%B1%90%E5%A4%A7%E5%BB%88_2-UUDVQRUJRD,華豐大廈,7917,22.3138,114.22765,HWA FUNG MANSION,華豐大廈,0,3895.1,0,3895.1,14,61,28500,0.6,1,0,0,0,0,841501,819421,觀塘區,Kwun Tong,*,73.7286387
263,1,263,https://hk.centanet.com/findproperty/centadata-details/%E5%AE%89%E7%BE%8E%E5%A4%A7%E5%BB%88_2-EEKEGPDRPW,安美大廈,7919,22.27121,114.18501,BONNY VIEW HOUSE,安美大廈,0,2832,727,3559,11,53,69000,1.5,1,0,0,0,0,837094,814707,灣仔區,Wan Chai,*,109.7645249
264,1,264,https://hk.centanet.com/findproperty/centadata-details/%E8%8C%B5%E6%80%A1%E8%8A%B1%E5%9C%92_2-DJVOQRSXRQ,茵怡花園,7921,22.32217,114.25582,VERBENA HEIGHTS - PODIUM,茵怡花園 - 平台,2865,141132,6076,147208,3,28,33600,0.3,1,0,0,1,1,844397,820325,西貢區,Sai Kung,*,799.303023
265,1,265,https://hk.centanet.com/findproperty/centadata-details/%E8%90%AC%E5%B9%B4%E6%88%B2%E9%99%A2%E5%A4%A7%E5%BB%88_2-EYGYWPWAPS,萬年戲院大廈,7926,22.347,114.20218,NO SPECIFIC NAME,松齡（萬年）護老中心,0,10218.3,4601.2,14819.5,5,51,20600,1.5,1,0,0,0,0,0,0,黃大仙區,Wong Tai Sin, ,107.9070486
266,1,266,https://hk.centanet.com/findproperty/centadata-details/%E6%82%85%E8%BC%9D%E5%A4%A7%E5%BB%88_2-USQFQRCVRO,悅輝大廈,7928,22.31991,114.18732,YUET FAI HOUSE,悅輝大廈,0,1526,112.1,1638.1,11,59,29000,0.2,1,0,0,1,0,837339,820103,九龍城區,Kowloon City,*,53.90710727
267,2,267,https://hk.centanet.com/findproperty/centadata-details/%E6%80%A1%E5%B3%B0%E5%9C%92_2-VDROURUYRU,怡峰園,7932,22.36181,114.1388,YUET FUNG HOUSE,悅峰閣,700,41882.6,78.3,41960.9,37,25,17790,2.5,1,0,0,1,0,832345,824739,葵青區,Kwai Tsing,*,175.3124038
268,1,268,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A7%E8%88%88%E5%A4%A7%E5%BB%88_2-VCFCFRJJRO,大興大廈,7932,22.28803,114.1445,TAI HING BUILDING,大興大廈,0,2893.6,1148.2,4041.8,13,58,25000,0.05,1,0,0,1,0,832932,816564,中西區,Central and Western,*,81.44188381
269,1,269,https://hk.centanet.com/findproperty/centadata-details/%E8%91%B5%E6%B6%8C%E5%A4%A7%E5%BB%88_2-DMLTTHMJHI,葵涌大廈,7945,22.3645,114.13624,KWAI CHUNG BUILDING,葵涌大廈,0,16016.2,2579.4,18595.6,25,50,18800,1.5,1,2,1,1,0,832089,825026,葵青區,Kwai Tsing,***,177.9617535
270,2,270,https://hk.centanet.com/findproperty/centadata-details/%E7%A5%A5%E5%92%8C%E8%8B%91_2-EWYWBPSJPK,祥和苑,7947,22.31851,114.22633,WO KWAN HOUSE BLOCK A,和均閣Ａ座,0,82542.9,6517.7,89060.6,41,40,27000,0.8,1,0,0,1,1,841364,819946,觀塘區,Kwun Tong,*,138.5132449
271,1,271,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%8B%B3%E5%A4%A7%E5%BB%88_2-EESYPPKXPB,金勳大廈,7947,22.30826,114.17108,HONOUR HOUSE,金勳大廈,0,7512.4,2348.1,9860.5,19,55,16400,0.3,1,2,0,1,0,835672,818818,油尖旺區,Yau Tsim Mong,***,101.5378709
272,1,272,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E9%83%BD%E6%A8%93_2-SSYKGPPOPS,海都樓,7962,22.28464,114.13156,HOI TO BUILDING,海都樓,0,11111.2,2605.1,13716.3,17,58,22490,0.2,1,0,0,1,0,831603,816189,中西區,Central and Western,*,159.3531289
273,1,273,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%97%E6%96%B9%E5%A4%A7%E5%BB%88_2-SBKBPPBAPS,南方大廈,7973,22.29008,114.19479,SOUTHERN BUILDING,南方大廈,0,17271.1,1407.5,18678.6,20,62,18420,0.2,1,1,0,1,0,838112,816787,東區,Eastern,**,150.1413098
274,1,274,https://hk.centanet.com/findproperty/centadata-details/%E4%BF%9D%E8%8F%AF%E5%A4%A7%E5%BB%88_2-EGYAGPPAPB,保華大廈,7989,22.23852,114.19722,REPULSE BAY TOWERS,保華大廈,0,17952.5,0,17952.5,15,61,81000,4,1,0,0,0,0,838359,811084,南區,Southern,*,199.7039689
275,1,275,https://hk.centanet.com/findproperty/centadata-details/%E9%B9%BF%E9%B3%B4%E8%A1%9727%E8%99%9F_2-USRDFRSSRU,鹿鳴街27號,7990,22.32207,114.19172,NO SPECIFIC NAME,沒有名稱,0,1816.2,198.1,2014.3,8,64,18520,0.6,0,0,1,0,0,0,0,九龍城區,Kowloon City, ,31.22772684
276,1,276,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E5%BE%B7%E9%81%9331-33%E8%99%9F_2-MSMNTHZRHT,鳳德道31-33號,7992,22.3434,114.19672,NO SPECIFIC NAME,濟廬,0,461.4,235.2,696.6,6,55,25000,0.3,0,0,0,0,0,0,0,黃大仙區,Wong Tai Sin, ,39.08319965
277,1,277,https://hk.centanet.com/findproperty/centadata-details/%E5%94%90%E6%98%8E%E8%8B%91_2-XINMIHZEHD,唐明苑,7993,22.30793,114.25649,TONG FAI HOUSE,唐輝閣,0,48620,324.3,48944.3,41,26,32750,0.4,1,0,0,1,1,844471,818775,西貢區,Sai Kung,*,315.3126884
278,1,278,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%93%E6%BF%A4%E8%BB%92_2-WGPYPPDVPE,卓濤軒,8000,22.26344,114.00177,NO SPECIFIC NAME,沒有名稱,0,0,1481.3,1481.3,1,0,19000,0,1,0,0,0,0,818220,813868,離島區,Islands,*,114.794083
279,1,279,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E5%85%89%E5%A4%A7%E5%BB%88_2-MZLMTHMVHT,寶光大廈,8000,22.27479,114.1575,BO KWONG APARTMENTS,寶光大廈,0,1557,0,1557,6,61,115000,1,0,0,0,1,0,834267,815101,中西區,Central and Western,*,74.12101794
280,1,280,https://hk.centanet.com/findproperty/centadata-details/%E8%8F%AF%E9%83%BD%E8%8A%B1%E5%9C%92_2-BGAKGPSJPS,華都花園,8010,22.39183,113.97804,WALDORF GARDEN - PODIUM,華都花園 - 平台,1032,52286.5,21812.4,74098.9,3,0,27720,0.5,1,0,0,0,0,815795,828032,屯門區,Tuen Mun,*,351.5022849
281,1,281,https://hk.centanet.com/findproperty/centadata-details/%E9%A0%86%E7%B7%BB%E8%8B%91_2-EWPPGPGXPE,順緻苑,8018,22.33232,114.22591,SHUN SHING HOUSE,順成閣,0,7757.7,32.7,7790.4,17,45,35000,2,1,0,0,0,1,841320,821473,觀塘區,Kwun Tong,*,114.9348004
282,1,282,https://hk.centanet.com/findproperty/centadata-details/%E6%A8%B9%E5%BE%B7%E6%A8%93_2-GYPABPYXPS,樹德樓,8023,22.37456,114.1783,SHU TAK BUILDING,樹德樓,0,1273.7,440.2,1713.9,6,54,23000,0.05,0,0,0,1,0,836414,826154,沙田區,Sha Tin,*,72.44819663
283,2,283,https://hk.centanet.com/findproperty/centadata-details/%E9%B9%BF%E8%8B%91_2-BGSKGPSXSS,鹿苑,8039,22.40134,113.97813,LOOK YUEN,鹿苑,76,3175.9,1529.6,4705.5,13,41,18500,0.05,1,0,0,1,0,815800,829128,屯門區,Tuen Mun,*,138.2499725
284,1,284,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E7%A6%AE%E8%8B%91_2-MSZHTHZAHT,鳳禮苑,8062,22.34434,114.2025,FUNG HEI HOUSE,鳳禧閣,0,23817.8,28.6,23846.4,36,27,20750,0.7,1,0,0,1,0,838909,822806,黃大仙區,Wong Tai Sin,*,199.3525157
285,2,285,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E5%96%9C%E5%88%A9%E5%A4%A7%E5%BB%88_2-BGEKGPSVPS,嘉喜利大廈,8070,22.38844,113.98001,KAI HEI LAND BUILDING,嘉喜利大廈,168,6594,3212.7,9806.7,24,42,17490,0.9,1,0,0,0,0,815992,827709,屯門區,Tuen Mun,*,146.0247029
286,1,286,https://hk.centanet.com/findproperty/centadata-details/%E5%AE%8F%E6%99%AF%E8%8A%B1%E5%9C%92_2-UFRRFRSYRO,宏景花園,8071,22.34177,114.20804,GRAND VIEW GARDEN COMMERCIAL AND CAR PARK BLOCK,宏景花園綜合大樓,0,0,2929.6,2929.6,9,25,33500,1,1,0,0,1,1,0,0,黃大仙區,Wong Tai Sin, ,391.134737
287,1,287,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E6%98%8E%E5%A4%A7%E5%BB%88_2-MXIDTHLEHX,永明大廈,8085,22.32693,114.16227,WING MING BUILDING,永明大廈,0,2360.6,747.2,3107.8,14,58,16190,0.4,1,1,0,1,0,834763,820878,深水埗區,Sham Shui Po,**,69.89713219
288,1,288,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E5%AF%B6%E5%A4%A7%E5%BB%88_2-MXMHTHXAHZ,新寶大廈,8086,22.50424,114.12794,SUNBO BUILDING,新寶大廈,15,788,252.4,1040.4,6,37,17650,0.4,1,0,0,0,0,831236,840519,北區,North,*,71.00621399
289,1,289,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%97%E5%8B%9D%E5%A4%A7%E6%A8%93_2-SBAAGPEAPA,得勝大樓,8094,22.29199,114.19945,DAK SHING BUILDING,得勝大廈,0,4148,928,5076,9,62,25000,0.05,0,1,0,1,0,838590,817018,東區,Eastern,**,86.28460711
290,1,290,https://hk.centanet.com/findproperty/centadata-details/%E6%88%90%E5%AE%89%E6%A8%93_2-AEBKPPAXPK,成安樓,8097,22.28107,114.22083,SHING ON BUILDING,成安大樓,0,2095.4,322.8,2418.2,9,60,20700,0.2,0,0,0,1,0,840794,815804,東區,Eastern,*,95.16183585
291,2,291,https://hk.centanet.com/findproperty/centadata-details/%E9%81%A0%E6%9D%B1%E7%99%BC%E5%B1%95%E5%85%83%E6%9C%97%E5%A4%A7%E5%BB%88_2-NLSXIHZXHT,遠東發展元朗大廈,8111,22.44514,114.03206,FAR EAST CONSORTIUM YUEN LONG BUILDING,遠東發展元朗大廈,0,5772.3,1913.5,7685.8,26,49,21250,0.2,1,0,0,0,0,821371,833975,元朗區,Yuen Long,*,110.761324
292,1,292,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E7%9B%88%E8%8B%91_2-EWYYWPWXPD,康盈苑,8139,22.30809,114.23816,HONG YING COURT,康盈苑,0,43061.3,920.8,43982.1,35,33,17900,0.5,1,0,0,1,0,842597,818795,觀塘區,Kwun Tong,*,239.3785263
293,1,293,https://hk.centanet.com/findproperty/centadata-details/%E9%80%B8%E9%9B%85%E8%8B%91_2-GWPPBPGRPB,逸雅苑,8147,22.44276,114.16736,YAT YAN HOUSE,逸欣閣,1224,67048,20,67068,35,33,22950,0.5,1,0,0,0,1,835288,833712,大埔區,Tai Po,*,181.8252066
294,2,294,https://hk.centanet.com/findproperty/centadata-details/%E6%81%86%E7%99%BC%E6%A8%93_2-VCUDURRXRO,恆發樓,8148,22.44422,114.03165,HANG FAT MANSION,恒發樓,0,2058.9,1019.6,3078.5,15,40,24200,0.1,1,0,0,0,0,821317,833876,元朗區,Yuen Long,*,72.89556639
295,1,295,https://hk.centanet.com/findproperty/centadata-details/%E6%99%AF%E6%A5%AD%E5%A4%A7%E5%BB%88_2-UDFRURFXRJ,景業大廈,8153,22.33059,114.16519,KING YIP BUILDING,景業大廈,0,3006.3,710.6,3716.9,12,61,22320,0.2,1,1,1,1,0,835065,821283,深水埗區,Sham Shui Po,**,103.5393633
296,1,296,https://hk.centanet.com/findproperty/centadata-details/%E4%BB%81%E6%84%9B%E5%A4%A7%E6%A8%93_2-UFFFQRFXRS,仁愛大樓,8169,22.33493,114.19483,YAN OI BUILDING,仁愛大樓,0,11443.1,1590.1,13033.2,15,60,18800,0.9,1,1,0,1,0,838118,821761,黃大仙區,Wong Tai Sin,**,154.5864158
297,1,297,https://hk.centanet.com/findproperty/centadata-details/%E7%BF%A0%E6%BF%A4%E9%96%A3_2-AEASBPPSPA,翠濤閣,8171,22.37024,114.09865,GREENVIEW COURT SHOPPING CENTRE - PODIUM,翠濤閣商場 - 平台,792,16103.5,3633.6,19737.1,5,42,42880,1.5,1,0,0,1,0,828202,825658,荃灣區,Tsuen Wan,*,287.5431577
298,1,298,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E9%83%BD%E5%9F%8E%E5%A4%A7%E5%BB%88_2-OVQOURDORQ,新都城大廈,8185,22.2906,114.19947,METROPOLE BUILDING - PODIUM,新都城大廈 - 平台,0,93958.5,23221.3,117179.8,2,50,17500,0.1,1,2,0,1,1,838575,816868,東區,Eastern,***,289.7615405
299,1,299,https://hk.centanet.com/findproperty/centadata-details/%E5%BC%BC%E8%A1%9731-33%E8%99%9F_2-EEGAPPSSPS,弼街31-33號,8198,22.3219,114.16719,NO SPECIFIC NAME,沒有名稱,0,1833.6,212,2045.6,8,63,15900,0.3,0,2,1,0,0,835271,820315,油尖旺區,Yau Tsim Mong,***,83.44424652
300,1,300,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%AF%B6%E5%A4%A7%E5%BB%88_2-MMZXZHLXHN,金寶大廈,8211,22.2814,114.22274,GOLDEN MANSION - PODIUM,金寶大廈 - 平台,84,3502.8,939.4,4442.2,1,46,22000,0.05,1,0,0,1,0,840996,815839,東區,Eastern,*,91.34719086
301,1,301,https://hk.centanet.com/findproperty/centadata-details/%E8%91%B5%E6%B6%8C%E5%BF%97%E6%98%8C%E6%A8%93_2-QUVDFRCXRJ,葵涌志昌樓,8240,22.36472,114.13653,KWAI CHUNG GEE CHANG HOUSE,葵涌志昌樓,0,2971.6,1116.6,4088.2,23,51,18800,1.5,1,0,1,1,0,832115,825069,葵青區,Kwai Tsing,*,79.1602157
302,1,302,https://hk.centanet.com/findproperty/centadata-details/%E7%91%9E%E5%92%8C%E5%A4%A7%E5%BB%88_2-EWEWBPESPK,瑞和大廈,8247,22.31672,114.22574,SHUI WO BUILDING,瑞和大廈,0,5221.4,1269.7,6491.1,22,55,20370,0.7,1,0,0,1,0,841299,819742,觀塘區,Kwun Tong,*,129.6381972
303,2,303,https://hk.centanet.com/findproperty/centadata-details/%E5%8A%9F%E6%A8%82%E5%A4%A7%E5%BB%88_2-MLXMIHMAHZ,功樂大廈,8260,22.31826,114.21956,KUNG LOK BUILDING BLOCK A,功樂大廈Ａ座,0,7001.4,0,7001.4,14,50,37000,1.5,1,0,0,1,0,840662,819914,觀塘區,Kwun Tong,*,81.79605513
304,1,304,https://hk.centanet.com/findproperty/centadata-details/%E5%BD%A9%E6%98%8E%E8%8B%91_2-DJVVURSXRQ,彩明苑,8272,22.30685,114.25237,CHOI MING SHOPPING CENTRE,彩明商場,0,0,18370,18370,4,0,26140,0.6,0,0,0,0,0,0,0,西貢區,Sai Kung, ,374.3554268
305,1,305,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%AA%E5%AE%89%E6%A8%93_2-SGDGWPBYPS,太安樓,8275,22.28443,114.14852,TAI ON HOUSE,太安樓,8,680.6,241.3,921.9,5,42,45000,0.5,0,0,0,0,0,833346,816172,中西區,Central and Western,*,36.88671365
306,1,306,https://hk.centanet.com/findproperty/centadata-details/%E5%95%9F%E9%81%8B%E5%A4%A7%E5%BB%88_2-MMINTHTAHT,啟運大廈,8277,22.31911,114.16699,KAI WAN MANSION,啟運大廈,0,3634,263,3897,15,55,21250,0.2,1,0,0,1,0,835245,820011,油尖旺區,Yau Tsim Mong,*,63.13149698
307,1,307,https://hk.centanet.com/findproperty/centadata-details/%E6%BE%A4%E8%B1%90%E5%A4%A7%E5%BB%88_2-MMMTIHNXHX,澤豐大廈,8287,22.30985,114.17151,CHAK FUNG HOUSE,澤豐大廈,0,3965.9,582.3,4548.2,16,58,87000,0.2,0,0,0,0,0,0,0,油尖旺區,Yau Tsim Mong, ,53.87229124
308,2,308,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E7%BF%A0%E8%8A%B1%E5%9C%92_2-NXMSIHSXHT,海翠花園,8292,22.37271,113.96608,PIERHEAD GARDEN TOWER 2,海翠花園第二座,1432,91438.3,10081.5,101519.8,32,36,36000,0.05,1,0,0,0,1,814562,825964,屯門區,Tuen Mun,*,160.4116436
309,1,309,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%A1%E6%99%AF%E5%9C%92_2-BWAAWPGXSB,御景園,8295,22.44111,114.01701,SCENIC GARDENS,御景園,474,30980.9,865.9,31846.8,14,27,47000,0.7,1,0,0,1,0,819812,833526,元朗區,Yuen Long,*,169.0530551
310,1,310,https://hk.centanet.com/findproperty/centadata-details/%E6%84%89%E6%99%AF%E7%81%A3_3-LIDHTHXXHT,愉景灣,8305,22.29446,114.01662,DISCOVERY BAY FIRE STATION,愉景灣消防局,0,0,1831.4,1831.4,4,43,57160,4.5,0,0,0,0,1,0,0,離島區,Islands, ,114.0823275
311,1,311,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E7%9F%B3%E6%A8%93_2-QURSFRCXRJ,金石樓,8312,22.27369,114.17405,KAM SEK BUILDING,金石樓,0,1173.1,183.5,1356.6,8,59,20800,0.4,0,0,0,1,0,835982,814985,灣仔區,Wan Chai,*,59.12754584
312,1,312,https://hk.centanet.com/findproperty/centadata-details/%E8%83%A1%E6%97%A5%E7%9A%86%E5%A4%A7%E5%BB%88_2-TNXIZHMVHD,胡日皆大廈,8315,22.29167,114.19788,FOO YET KAI BUILDING,胡日皆大廈,0,4914,2250,7164,24,44,17720,0.2,1,0,1,0,0,838428,816980,東區,Eastern,*,122.7438912
313,1,313,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A9%E5%AF%8C%E5%A4%A7%E5%BB%88_2-EKKWBPBAPA,天富大廈,8316,22.31162,114.18743,NO SPECIFIC NAME,天富大廈,0,2602.7,942.3,3545,13,59,20000,0.5,1,1,0,1,0,837355,819181,九龍城區,Kowloon City,**,77.37835935
314,1,314,https://hk.centanet.com/findproperty/centadata-details/%E9%8C%A6%E9%9E%8D%E8%8B%91_2-DFJJURSHFV,錦鞍苑,8318,22.41629,114.22661,YUK ON HOUSE,玉鞍閣,350,21252,24,21276,36,37,26290,0.7,1,0,0,0,0,841390,830771,沙田區,Sha Tin,*,190.1365799
315,2,315,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%8F%E6%98%8E%E5%A4%A7%E5%BB%88_2-EEWDBPESPS,福明大廈,8333,22.32134,114.16444,Fuk Ming Building  Podium,福明大廈- 平台,0,6460.3,2046.5,8506.8,2,50,16300,0.6,1,0,0,1,0,834957,820283,油尖旺區,Yau Tsim Mong,*,164.8451162
316,1,316,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E6%A8%82%E5%A4%A7%E5%BB%88_2-MMIITHZRHN,康樂大廈,8333,22.2751,114.15824,HONG LOK MANSION,康樂大廈,0,5607,0,5607,7,68,115000,1,1,0,0,1,0,834349,815147,中西區,Central and Western,*,239.2319945
317,1,317,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A7%E5%8D%97%E8%A1%97119%E8%99%9F_2-MMXZIHSSHT,大南街119號,8333,22.32573,114.16486,NO SPECIFIC NAME,沒有名稱,8,186.8,219.6,406.4,6,41,12490,0.4,0,0,1,0,0,835031,820745,油尖旺區,Yau Tsim Mong,*,44.88798597
318,1,318,https://hk.centanet.com/findproperty/centadata-details/%E9%9B%85%E7%8F%8A%E5%9C%92_2-VCCSQROORV,雅珊園,8335,22.43414,113.99645,ASTER COURT - PODIUM,雅珊園 - 平台,207,12114.4,4721.7,16836.1,2,33,31000,0.2,1,0,0,1,0,817675,832808,元朗區,Yuen Long,*,234.944907
