OID_,SampleBuilding,Area,PerSqFeet,lat,long,CSU_ID,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
1635,嘉輝臺 A座,646,13931,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1636,太古城 金殿台 夏宮閣 (23座),702,13532,22.286470000000001,114.215599999999995,4025916392T20050430,TAIKOO SHING - HSIA KUNG MANSION,太古城 夏宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.1,1,0,0,0,1,840259,816392,東區,Eastern,*
1637,太古城 金殿台 元宮閣 (21座),709,14809,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
1638,太古城 金殿台 唐宮閣 (19座),489,18609,22.286010000000001,114.215429999999998,4024116357T20050430,TANG KUNG MANSION,唐宮閣,208,12665.399999999999636,914.100000000000023,13579.500000000000000,29,43,63000,0.05,1,0,0,0,1,840241,816357,東區,Eastern,*
1639,嘉輝臺 A座,689,11727,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1640,熙華大廈 A座,492,16260,22.277790000000000,114.171229999999994,3568715435T20050430,HAY WAH BUILDING BLOCK A,熙華大廈A座,280,12140.000000000000000,4510.899999999999636,16650.900000000001455,24,45,20000,0.1,1,0,0,1,0,835687,815435,灣仔區,Wan Chai,*
1641,太古城 高山台 東山閣 (6座),762,14435,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1642,太古城 金殿台 夏宮閣 (23座),702,16381,22.286470000000001,114.215599999999995,4025916392T20050430,TAIKOO SHING - HSIA KUNG MANSION,太古城 夏宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.1,1,0,0,0,1,840259,816392,東區,Eastern,*
1643,太古城 金殿台 元宮閣 (21座),580,17103,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
1644,置富花園 富安苑 (H-3座),439,12984,22.255700000000001,114.138990000000007,3236412993T20050430,FU ON YUEN,富安苑,0,11575.100000000000364,123.099999999999994,11698.200000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832364,812993,南區,Southern,*
1645,伊利莎伯大廈 A座,540,18148,22.280819999999999,114.181280000000001,3672315772T20050430,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*
1646,啟田大廈 A座,526,11026,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1647,啟田大廈 B座,469,10447,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1648,嘉輝臺 A座,736,12635,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1649,嘉輝臺 A座,634,16561,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1650,富城閣,459,10021,22.265560000000001,114.245500000000007,4334014088T20050430,FU SHING COURT,富城閣,112,6162.300000000000182,0,6162.300000000000182,15,46,30750,1.000000000000000,1,0,0,1,0,843340,814088,東區,Eastern,*
1651,嘉輝臺 A座,689,13497,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1652,啟田大廈 B座,526,11368,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1653,置富花園 富豪苑 (H-5座),439,13781,22.256370000000000,114.138880000000000,3235413061T20050430,FU HO YUEN,富豪苑,0,12474.000000000000000,135.400000000000006,12609.399999999999636,28,46,42700,4.000000000000000,1,0,0,0,1,832354,813061,南區,Southern,*
1654,嘉輝臺 A座,689,13497,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1655,寶靈大廈,439,15261,22.278490000000001,114.180769999999995,3666915514P20060312,BOWRINGTON BUILDING - PODIUM,寶靈大廈 - 平台,116,5732.000000000000000,630.799999999999955,6362.800000000000182,1,46,30800,0.3,0,0,0,1,0,0,0,灣仔區,Wan Chai, 
1656,置富花園 富逸苑 (H-6座),588,12755,22.256440000000001,114.139259999999993,3239213070T20050430,FU YAT YUEN,富逸苑,0,12382.000000000000000,376.699999999999989,12758.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832392,813070,南區,Southern,*
1657,太古城 金殿台 元宮閣 (21座),723,14937,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
1658,曉明閣,468,8867,22.317710000000002,114.230660000000000,4180819850T20050430,HIU MING COURT,曉明閣,552,29833.500000000000000,4731.899999999999636,34565.400000000001455,26,45,25500,1.500000000000000,1,0,0,0,0,841808,819850,觀塘區,Kwun Tong,*
1659,伊利莎伯大廈 A座,540,19444,22.280819999999999,114.181280000000001,3672315772T20050430,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*
1660,黃埔新邨 永富樓 (R座),494,13157,22.306239999999999,114.187240000000003,3733718588T20050430,WING FU BUILDING - PODIUM,永富樓 - 平台,540,23547.000000000000000,3664.199999999999818,27211.200000000000728,1,46,34340,0.2,1,0,0,0,1,837322,818570,九龍城區,Kowloon City,*
1661,太古城 高山台 東山閣 (6座),797,15056,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1662,置富花園 富業苑 (H-9座),439,14806,22.257159999999999,114.139390000000006,3240713152T20050430,FU YIP YUEN,富業苑,0,12589.000000000000000,323.699999999999989,12912.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832407,813152,南區,Southern,*
1663,太古城 金殿台 元宮閣 (21座),723,14661,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
1664,啟田大廈 A座,469,10447,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1665,碧麗苑,485,15463,22.270270000000000,114.127189999999999,3114014606T20050430,BISNEY VILLAS,碧麗苑,0,561.600000000000023,0,561.600000000000023,4,51,60000,2.500000000000000,0,0,0,1,0,831140,814606,南區,Southern,*
1666,太古城 高山台 東山閣 (6座),704,16051,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1667,嘉信大廈 A座,450,14000,22.287450000000000,114.192490000000006,3788616506T20050430,CARSON MANSION BLOCK A,嘉信大廈A座,376,17824.400000000001455,6530.699999999999818,24355.099999999998545,34,45,23000,0.2,1,0,0,0,0,837886,816506,東區,Eastern,*
1668,嘉輝臺 A座,736,16304,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1669,嘉信大廈 A座,522,13409,22.287450000000000,114.192490000000006,3788616506T20050430,CARSON MANSION BLOCK A,嘉信大廈A座,376,17824.400000000001455,6530.699999999999818,24355.099999999998545,34,45,23000,0.2,1,0,0,0,0,837886,816506,東區,Eastern,*
1670,嘉輝臺 A座,634,18611,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1671,偉恒昌新邨 偉景閣 G座,423,12718,22.317660000000000,114.192790000000002,3790619853T20050430,WEI CHIEN COURT BLOCK G,偉景閣Ｇ座,910,40029.800000000002910,11175.700000000000728,51205.500000000000000,15,45,26500,0.7,1,0,0,0,1,837906,819853,九龍城區,Kowloon City,*
1672,華興大廈,544,9191,22.282280000000000,114.154719999999998,3398915934T20050430,WAH HING HOUSE,華興大廈,0,0,962.500000000000000,962.500000000000000,7,65,31000,0.3,0,0,0,0,0,833989,815934,中西區,Central and Western,*
1673,華寶大廈,407,12530,22.306380000000001,114.186719999999994,3728518595P20060711,WAH BO BUILDING,華寶大廈,58,1514.299999999999955,249.900000000000006,1764.200000000000045,16,40,19800,0.2,1,0,0,1,0,837285,818598,九龍城區,Kowloon City,*
1674,置富花園 富景苑 (H-4座),439,11845,22.256010000000000,114.138829999999999,3234813027T20050430,FU KING YUEN,富景苑,0,12436.000000000000000,250.000000000000000,12686.000000000000000,28,46,42700,4.000000000000000,1,0,0,0,1,832348,813027,南區,Southern,*
1675,太古城 金殿台 夏宮閣 (23座),580,15862,22.286470000000001,114.215599999999995,4025916392T20050430,TAIKOO SHING - HSIA KUNG MANSION,太古城 夏宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.1,1,0,0,0,1,840259,816392,東區,Eastern,*
1676,置富花園 富豪苑 (H-5座),439,12528,22.256370000000000,114.138880000000000,3235413061T20050430,FU HO YUEN,富豪苑,0,12474.000000000000000,135.400000000000006,12609.399999999999636,28,46,42700,4.000000000000000,1,0,0,0,1,832354,813061,南區,Southern,*
1677,太古城 金殿台 夏宮閣 (23座),702,14245,22.286470000000001,114.215599999999995,4025916392T20050430,TAIKOO SHING - HSIA KUNG MANSION,太古城 夏宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.1,1,0,0,0,1,840259,816392,東區,Eastern,*
1678,富城閣,464,10129,22.265560000000001,114.245500000000007,4334014088T20050430,FU SHING COURT,富城閣,112,6162.300000000000182,0,6162.300000000000182,15,46,30750,1.000000000000000,1,0,0,1,0,843340,814088,東區,Eastern,*
1679,置富花園 富暉苑 (H-2座),588,11564,22.255479999999999,114.139269999999996,3239312967T20050430,FU FAI YUEN,富暉苑,0,12474.000000000000000,273.100000000000023,12747.100000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832393,812967,南區,Southern,*
1680,置富花園 富安苑 (H-3座),439,12300,22.255700000000001,114.138990000000007,3236412993T20050430,FU ON YUEN,富安苑,0,11575.100000000000364,123.099999999999994,11698.200000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832364,812993,南區,Southern,*
1681,置富花園 富麗苑 (H-1座),588,10714,22.255340000000000,114.139619999999994,3243012952T20050430,FU LAI YUEN,富麗苑,0,12364.000000000000000,373.800000000000011,12737.799999999999272,28,46,42700,4.000000000000000,1,0,0,0,1,832430,812952,南區,Southern,*
1682,置富花園 富業苑 (H-9座),439,12255,22.257159999999999,114.139390000000006,3240713152T20050430,FU YIP YUEN,富業苑,0,12589.000000000000000,323.699999999999989,12912.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832407,813152,南區,Southern,*
1683,置富花園 富仁苑 (H-8座),439,11845,22.256969999999999,114.139700000000005,3243813132T20050430,FU YAN YUEN,富仁苑,0,12348.000000000000000,484.600000000000023,12832.600000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832438,813132,南區,Southern,*
1684,太古城 高山台 華山閣 (13座),685,13868,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1685,置富花園 富豪苑 (H-5座),588,12414,22.256370000000000,114.138880000000000,3235413061T20050430,FU HO YUEN,富豪苑,0,12474.000000000000000,135.400000000000006,12609.399999999999636,28,46,42700,4.000000000000000,1,0,0,0,1,832354,813061,南區,Southern,*
1686,置富花園 富仁苑 (H-8座),439,14123,22.256969999999999,114.139700000000005,3243813132T20050430,FU YAN YUEN,富仁苑,0,12348.000000000000000,484.600000000000023,12832.600000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832438,813132,南區,Southern,*
1687,置富花園 富安苑 (H-3座),439,13667,22.255700000000001,114.138990000000007,3236412993T20050430,FU ON YUEN,富安苑,0,11575.100000000000364,123.099999999999994,11698.200000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832364,812993,南區,Southern,*
1688,伊利莎伯大廈 C座,614,11856,22.281050000000000,114.181899999999999,3678515796T20050430,ELIZABETH HOUSE TOWER C,伊利莎伯大廈C座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.05,1,0,0,0,0,836785,815796,灣仔區,Wan Chai,*
1689,置富花園 富暉苑 (H-2座),439,14806,22.255479999999999,114.139269999999996,3239312967T20050430,FU FAI YUEN,富暉苑,0,12474.000000000000000,273.100000000000023,12747.100000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832393,812967,南區,Southern,*
1690,太古城 金殿台 唐宮閣 (19座),489,15950,22.286010000000001,114.215429999999998,4024116357T20050430,TANG KUNG MANSION,唐宮閣,208,12665.399999999999636,914.100000000000023,13579.500000000000000,29,43,63000,0.05,1,0,0,0,1,840241,816357,東區,Eastern,*
1691,置富花園 富暉苑 (H-2座),588,12636,22.255479999999999,114.139269999999996,3239312967T20050430,FU FAI YUEN,富暉苑,0,12474.000000000000000,273.100000000000023,12747.100000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832393,812967,南區,Southern,*
1692,伊利莎伯大廈 C座,614,16063,22.281050000000000,114.181899999999999,3678515796T20050430,ELIZABETH HOUSE TOWER C,伊利莎伯大廈C座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.05,1,0,0,0,0,836785,815796,灣仔區,Wan Chai,*
1693,太古城 高山台 華山閣 (13座),593,15177,22.285280000000000,114.219399999999993,4065216260T20050430,TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1694,熙華大廈 B座,492,17276,22.277920000000002,114.171430000000001,3570815452T20050430,HAY WAH BUILDING BLOCK B,熙華大廈B座,280,12140.000000000000000,4510.899999999999636,16650.900000000001455,24,45,20000,0.1,1,0,0,0,0,835708,815452,灣仔區,Wan Chai,*
1695,富都大廈,441,17233,22.319849999999999,114.173500000000004,3593020098T20050430,FU TAO BUILDING,富都大廈,94,4769.100000000000364,1586.200000000000045,6355.300000000000182,22,45,28960,0.4,1,0,0,1,0,835930,820098,九龍城區,Kowloon City,*
1696,置富花園 富仁苑 (H-8座),439,13667,22.256969999999999,114.139700000000005,3243813132T20050430,FU YAN YUEN,富仁苑,0,12348.000000000000000,484.600000000000023,12832.600000000000364,28,46,42700,4.000000000000000,1,0,0,0,1,832438,813132,南區,Southern,*
1697,啟田大廈 B座,469,11300,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1698,太古城 金殿台 元宮閣 (21座),709,16220,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
1699,伊利莎伯大廈 A座,698,15830,22.280819999999999,114.181280000000001,3672315772T20050430,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*
1700,曉光閣,640,9375,22.317860000000000,114.230829999999997,4182819873T20050430,HIU KWONG COURT,曉光閣,552,29833.500000000000000,4731.899999999999636,34565.400000000001455,26,45,25500,1.500000000000000,1,0,0,0,0,841828,819873,觀塘區,Kwun Tong,*
1701,置富花園 富豪苑 (H-5座),588,11904,22.256370000000000,114.138880000000000,3235413061T20050430,FU HO YUEN,富豪苑,0,12474.000000000000000,135.400000000000006,12609.399999999999636,28,46,42700,4.000000000000000,1,0,0,0,1,832354,813061,南區,Southern,*
1702,駱克大廈 A座,552,13913,22.280230000000000,114.181160000000006,3671015707T20050430,LOCKHART HOUSE BLOCK A,駱克大廈A座,260,12494.100000000000364,3393.599999999999909,15887.700000000000728,29,45,30000,0.1,1,0,0,0,0,836710,815707,灣仔區,Wan Chai,*
1703,珍寶閣,413,14043,22.245920000000002,114.164659999999998,3500911907T20050430,JUMBO COURT,珍寶閣,168,7763.000000000000000,66.599999999999994,7829.600000000000364,21,45,35000,0.4,1,0,0,1,0,835009,811907,南區,Southern,*
1704,駱克大廈 A座,447,15659,22.280230000000000,114.181160000000006,3671015707T20050430,LOCKHART HOUSE BLOCK A,駱克大廈A座,260,12494.100000000000364,3393.599999999999909,15887.700000000000728,29,45,30000,0.1,1,0,0,0,0,836710,815707,灣仔區,Wan Chai,*
1705,華寶大廈,407,18427,22.306380000000001,114.186719999999994,3728518595P20060711,WAH BO BUILDING,華寶大廈,58,1514.299999999999955,249.900000000000006,1764.200000000000045,16,40,19800,0.2,1,0,0,1,0,837285,818598,九龍城區,Kowloon City,*
1706,置富花園 富景苑 (H-4座),439,12984,22.256010000000000,114.138829999999999,3234813027T20050430,FU KING YUEN,富景苑,0,12436.000000000000000,250.000000000000000,12686.000000000000000,28,46,42700,4.000000000000000,1,0,0,0,1,832348,813027,南區,Southern,*
1707,珍寶閣,401,19451,22.245920000000002,114.164659999999998,3500911907T20050430,JUMBO COURT,珍寶閣,168,7763.000000000000000,66.599999999999994,7829.600000000000364,21,45,35000,0.4,1,0,0,1,0,835009,811907,南區,Southern,*
1708,置富花園 富業苑 (H-9座),439,11617,22.257159999999999,114.139390000000006,3240713152T20050430,FU YIP YUEN,富業苑,0,12589.000000000000000,323.699999999999989,12912.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832407,813152,南區,Southern,*
1709,太古城 金殿台 漢宮閣 (24座),723,15905,22.286470000000001,114.215260000000001,4022316393T20050430,TAIKOO SHING - HAN KUNG MANSION,太古城 漢宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.1,1,0,0,0,1,840223,816393,東區,Eastern,*
1710,太古城 金殿台 元宮閣 (21座),702,14245,22.286470000000001,114.216319999999996,4033216392T20050430,TAIKOO SHING - YUAN KUNG MANSION,太古城 元宮閣,1456,106804.000000000000000,3109.199999999999818,109913.199999999997090,29,45,64210,0.05,1,0,0,0,1,840332,816392,東區,Eastern,*
1711,伊利莎伯大廈 B座,540,16296,22.280930000000001,114.181590000000000,3674815787T20050430,ELIZABETH HOUSE TOWER B,伊利莎伯大廈B座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836748,815787,灣仔區,Wan Chai,*
1712,伊利莎伯大廈 A座,540,15370,22.280819999999999,114.181280000000001,3672315772T20050430,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*
1713,基利大廈,465,16129,22.276650000000000,114.170150000000007,3557015313P20050721,KELLY HOUSE - PODIUM,基利大廈 - 平台,92,4609.199999999999818,408.899999999999977,5018.100000000000364,1,45,32000,0.3,1,0,0,1,0,835580,815308,灣仔區,Wan Chai,*
1714,愉寶大廈,410,18243,22.268630000000002,114.184439999999995,3704014419T20050430,HORACE COURT,愉寶大廈,146,6960.800000000000182,0,6960.800000000000182,28,45,41750,1.500000000000000,1,0,0,1,0,837040,814419,灣仔區,Wan Chai,*
1715,愉寶大廈,417,15299,22.268630000000002,114.184439999999995,3704014419T20050430,HORACE COURT,愉寶大廈,146,6960.800000000000182,0,6960.800000000000182,28,45,41750,1.500000000000000,1,0,0,1,0,837040,814419,灣仔區,Wan Chai,*
1716,置富花園 富豪苑 (H-5座),439,15945,22.256370000000000,114.138880000000000,3235413061T20050430,FU HO YUEN,富豪苑,0,12474.000000000000000,135.400000000000006,12609.399999999999636,28,46,42700,4.000000000000000,1,0,0,0,1,832354,813061,南區,Southern,*
1717,珍寶閣,401,11920,22.245920000000002,114.164659999999998,3500911907T20050430,JUMBO COURT,珍寶閣,168,7763.000000000000000,66.599999999999994,7829.600000000000364,21,45,35000,0.4,1,0,0,1,0,835009,811907,南區,Southern,*
1718,伊利莎伯大廈 A座,540,14629,22.280819999999999,114.181280000000001,3672315772T20050430,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*
1719,嘉信大廈 B座,459,14814,22.287659999999999,114.192409999999995,3786316525T20050430,CARSON MANSION BLOCK B,嘉信大廈B座,376,17824.400000000001455,6530.699999999999818,24355.099999999998545,23,45,23000,0.2,1,0,0,0,0,837863,816525,東區,Eastern,*
1720,基利大廈,465,16129,22.276650000000000,114.170150000000007,3557015313P20050721,KELLY HOUSE - PODIUM,基利大廈 - 平台,92,4609.199999999999818,408.899999999999977,5018.100000000000364,1,45,32000,0.3,1,0,0,1,0,835580,815308,灣仔區,Wan Chai,*
1721,駱克大廈 B座,582,14398,22.280490000000000,114.181560000000005,3674615735T20050430,LOCKHART HOUSE BLOCK B,駱克大廈B座,260,12494.100000000000364,3393.599999999999909,15887.700000000000728,16,45,30000,0.1,1,0,0,1,0,836746,815735,灣仔區,Wan Chai,*
1722,太古城 金殿台 唐宮閣 (19座),545,16513,22.286010000000001,114.215429999999998,4024116357T20050430,TANG KUNG MANSION,唐宮閣,208,12665.399999999999636,914.100000000000023,13579.500000000000000,29,43,63000,0.05,1,0,0,0,1,840241,816357,東區,Eastern,*
1723,碧瑤灣 20座,906,11920,22.262989999999999,114.133060000000000,3175113795T20050430,BAGUIO VILLA BLOCK 20,碧瑤灣第二十座,600,75174.000000000000000,906.899999999999977,76080.899999999994179,33,45,100000,3.500000000000000,1,0,0,0,1,831751,813795,南區,Southern,*
1724,伊利莎伯大廈 C座,536,14738,22.281050000000000,114.181899999999999,3678515796T20050430,ELIZABETH HOUSE TOWER C,伊利莎伯大廈C座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.05,1,0,0,0,0,836785,815796,灣仔區,Wan Chai,*
1725,基利大廈,456,16842,22.276650000000000,114.170150000000007,3557015313P20050721,KELLY HOUSE - PODIUM,基利大廈 - 平台,92,4609.199999999999818,408.899999999999977,5018.100000000000364,1,45,32000,0.3,1,0,0,1,0,835580,815308,灣仔區,Wan Chai,*
1726,駱克大廈 B座,543,13812,22.280490000000000,114.181560000000005,3674615735T20050430,LOCKHART HOUSE BLOCK B,駱克大廈B座,260,12494.100000000000364,3393.599999999999909,15887.700000000000728,16,45,30000,0.1,1,0,0,1,0,836746,815735,灣仔區,Wan Chai,*
1727,伊利莎伯大廈 C座,614,12996,22.281050000000000,114.181899999999999,3678515796T20050430,ELIZABETH HOUSE TOWER C,伊利莎伯大廈C座,480,31120.099999999998545,22591.000000000000000,53711.099999999998545,28,46,30000,0.05,1,0,0,0,0,836785,815796,灣仔區,Wan Chai,*
1728,置富花園 富業苑 (H-9座),439,13667,22.257159999999999,114.139390000000006,3240713152T20050430,FU YIP YUEN,富業苑,0,12589.000000000000000,323.699999999999989,12912.700000000000728,28,46,42700,4.000000000000000,1,0,0,0,1,832407,813152,南區,Southern,*
1729,利文樓,485,16082,22.276900000000001,114.170929999999998,3564115346P20050722,NEWMAN HOUSE,利文樓,75,4013.099999999999909,1924.900000000000091,5938.000000000000000,23,45,20800,0.1,0,0,0,1,0,835656,815343,灣仔區,Wan Chai,*
1730,雅麗苑 A座,523,14531,22.427790000000002,114.036190000000005,2178532053T20050430,NO SPECIFIC NAME,沒有名稱,0,193.199999999999989,0,193.199999999999989,3,0,19200,2.500000000000000,0,0,0,0,0,821785,832053,元朗區,Yuen Long,*
1731,啟田大廈 A座,526,10456,22.308170000000000,114.234440000000006,4219718800T20050430,KAI TIN TOWERS,啟田大廈,0,0,1456.299999999999955,1456.299999999999955,3,26,40000,0.05,0,0,0,0,0,0,0,觀塘區,Kwun Tong, 
1732,曉光閣,463,8812,22.317860000000000,114.230829999999997,4182819873T20050430,HIU KWONG COURT,曉光閣,552,29833.500000000000000,4731.899999999999636,34565.400000000001455,26,45,25500,1.500000000000000,1,0,0,0,0,841828,819873,觀塘區,Kwun Tong,*
1733,嘉輝臺 A座,634,14984,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
1734,嘉輝臺 A座,634,18927,22.271220000000000,114.177719999999994,3635414720T20050430,GREENVILLE GARDENS BLOCK A,嘉苑A座,0,4537.199999999999818,1378.000000000000000,5915.199999999999818,15,50,76210,1.000000000000000,1,0,0,0,0,836354,814720,灣仔區,Wan Chai,*
