OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,
8976,11700,547,22.383849999999999,114.214579999999998,帝堡城 5座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8977,10507,552,22.384070000000001,114.215239999999994,朗怡居 1座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8978,12362,453,22.427470000000000,114.244050000000001,御庭居 3座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8979,11620,753,22.452819999999999,114.164550000000006,帝堡城 1座,FULLVIEW COURT,富景閣,3/1/2000 0:00,40,2088.699999999999818,0,2088.699999999999818,21,25,28000,1.500000000000000,1,0,0,0,0,834999,834819,大埔區,Tai Po,*,
8980,12212,547,22.284820000000000,114.142769999999999,帝堡城 3座,YING WA COURT,英華閣,10/1/1999 0:00,60,3619.400000000000091,0,3619.400000000000091,31,25,35000,0.05,1,0,0,1,0,832752,816217,中西區,Central and Western,*,
8981,10518,675,22.427379999999999,114.243219999999994,翠擁華庭 11座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8982,9498,419,22.318480000000001,114.157290000000003,富景閣,ISLAND HARBOURVIEW TOWER 6,維港灣第六座,2/1/2000 0:00,1237,89970.899999999994179,0,89970.899999999994179,39,25,83000,0.8,1,0,0,0,1,834249,819941,油尖旺區,Yau Tsim Mong,*,
8983,22532,466,22.440560000000001,114.021950000000004,英華閣,SPRINGDALE VILLAS,御庭居,5/1/2000 0:00,204,11486.100000000000364,12340.899999999999636,23827.000000000000000,12,24,28500,0.6,1,0,0,0,0,820323,833473,元朗區,Yuen Long,*,
8984,11267,781,22.281600000000001,114.151910000000001,翠擁華庭 8座,HONOR VILLA,翰庭軒,11/1/1999 0:00,78,5150.399999999999636,799.700000000000045,5950.100000000000364,31,25,36410,0.6,1,0,0,1,0,833693,815862,中西區,Central and Western,*,
8985,19071,603,22.483020000000000,114.137900000000002,維港灣 6座,YUNG WUI HOUSE,雍薈閣,3/1/2000 0:00,800,66280.000000000000000,1657.000000000000000,67937.000000000000000,41,25,27000,1.500000000000000,1,0,0,0,1,832257,838153,北區,North,*,
8986,10460,478,22.383990000000001,114.214900000000000,御庭居 3座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8987,20179,446,22.426829999999999,114.243210000000005,翰庭軒,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
8988,5850,547,22.286840000000002,114.147030000000001,雍盛苑 雍薈閣 (A座),QUEEN'S TERRACE TOWER 2,帝后華庭第二座,8/1/2002 0:00,850,46467.400000000001455,400.000000000000000,46867.400000000001455,41,22,33000,0.3,1,0,0,0,1,833191,816443,中西區,Central and Western,*,
8989,11288,753,22.399690000000000,113.976429999999993,帝堡城 2座,PARKVIEW COURT,慧景閣,6/1/2000 0:00,224,11477.100000000000364,148.500000000000000,11625.600000000000364,35,24,29000,0.2,1,0,0,1,0,815629,828950,屯門區,Tuen Mun,*,
8990,11306,681,22.281420000000001,114.151079999999993,翠擁華庭 6座,BELLA VISTA,蔚晴軒,5/1/2000 0:00,174,8384.899999999999636,0,8384.899999999999636,38,24,50000,0.7,1,0,0,0,0,833614,815846,中西區,Central and Western,*,
8991,9436,763,22.500150000000001,114.143699999999995,瑞豐華庭 2座,REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
8992,10287,418,22.281600000000001,114.151910000000001,慧景閣,HONOR VILLA,翰庭軒,11/1/1999 0:00,78,5150.399999999999636,799.700000000000045,5950.100000000000364,31,25,36410,0.6,1,0,0,1,0,833693,815862,中西區,Central and Western,*,
8993,23830,449,22.338550000000001,114.152619999999999,蔚晴軒,CHARMING GARDEN,長盛豪苑,12/1/1999 0:00,112,5889.600000000000364,997.700000000000045,6887.300000000000182,33,25,17900,0.3,1,0,1,1,0,833768,822165,深水埗區,Sham Shui Po,*,
8994,11933,419,22.281420000000001,114.151079999999993,帝庭軒 1期 3座,BELLA VISTA,蔚晴軒,5/1/2000 0:00,174,8384.899999999999636,0,8384.899999999999636,38,24,50000,0.7,1,0,0,0,0,833614,815846,中西區,Central and Western,*,
8995,22680,485,22.410280000000000,114.222589999999997,翰庭軒,MOUNTAIN SHORE - PODIUM,曉峰灣畔 - 平台,8/1/2000 0:00,1124,73189.000000000000000,0,73189.000000000000000,3,24,44600,1.500000000000000,1,0,0,1,1,840917,830184,沙田區,Sha Tin,*,
8996,15745,456,22.281600000000001,114.151910000000001,長盛豪苑,HONOR VILLA,翰庭軒,11/1/1999 0:00,78,5150.399999999999636,799.700000000000045,5950.100000000000364,31,25,36410,0.6,1,0,0,1,0,833693,815862,中西區,Central and Western,*,
8997,25612,449,22.384070000000001,114.215239999999994,蔚晴軒,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
8998,10978,501,22.417870000000001,114.223479999999995,曉峰灣畔 2座,BAYCREST -  PODIUM,觀瀾雅軒 - 平台,6/1/2000 0:00,618,54533.500000000000000,1885.500000000000000,56419.000000000000000,3,24,67200,0.4,1,0,0,1,1,841073,830948,沙田區,Sha Tin,*,
8999,22869,446,22.427470000000000,114.244050000000001,翰庭軒,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
9000,13133,836,22.427470000000000,114.244050000000001,帝堡城 3座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
9001,10781,1113,22.418230000000001,114.223889999999997,觀瀾雅軒 2座,BAYCREST -  PODIUM,觀瀾雅軒 - 平台,6/1/2000 0:00,618,54533.500000000000000,1885.500000000000000,56419.000000000000000,3,24,67200,0.4,1,0,0,1,1,841073,830948,沙田區,Sha Tin,*,
9002,11703,675,22.500150000000001,114.143699999999995,翠擁華庭 11座,REGENTVILLE - PODIUM,帝庭軒 - 平台,9/1/2000 0:00,1000,52682.099999999998545,47968.400000000001455,100650.500000000000000,3,24,32490,1.500000000000000,1,0,0,0,0,832851,840060,北區,North,*,
9003,10562,765,22.383990000000001,114.214900000000000,翠擁華庭 11座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
9004,12561,605,22.383220000000001,114.215549999999993,觀瀾雅軒 4座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
9005,11324,468,22.284130000000001,114.151330000000002,帝庭軒 1期 1座,HOLLYWOOD TERRACE BLOCK A,荷李活華庭A座,10/1/1999 0:00,550,40149.099999999998545,790.000000000000000,40939.099999999998545,41,25,37000,0.2,1,0,0,1,0,833637,816133,中西區,Central and Western,*,
9006,12760,547,22.427460000000000,114.243549999999999,帝堡城 2座,MONTE VISTA - PODIUM,翠擁華庭 - 平台,2/1/2000 0:00,1369,109251.000000000000000,5127.300000000000182,114378.300000000002910,2,25,58000,0.6,1,0,0,1,1,843075,831849,沙田區,Sha Tin,*,
9007,11608,547,22.410689999999999,114.222769999999997,帝堡城 8座,MOUNTAIN SHORE - PODIUM,曉峰灣畔 - 平台,8/1/2000 0:00,1124,73189.000000000000000,0,73189.000000000000000,3,24,44600,1.500000000000000,1,0,0,1,1,840917,830184,沙田區,Sha Tin,*,
9008,18504,615,22.433360000000000,113.994839999999996,荷李活華庭 A座,CASA DE ORO,金閣豪園,11/1/1999 0:00,0,21078.099999999998545,176.300000000000011,21254.400000000001455,6,25,31830,0.4,1,0,0,0,0,817529,832673,元朗區,Yuen Long,*,
9009,13315,751,22.384100000000000,114.215590000000006,翠擁華庭 9座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
9010,13900,482,22.308920000000001,114.191749999999999,曉峰灣畔 3座,LAGUNA VERDE TOWER 7,海逸豪園第七座,12/1/1999 0:00,728,57842.599999999998545,5408.399999999999636,63251.000000000000000,23,25,60000,0.5,1,0,0,0,1,837802,818883,九龍城區,Kowloon City,*,
9011,9698,928,22.401859999999999,113.974639999999994,金閣豪園 5座,CHELSEA HEIGHTS BLOCK 2,卓爾居第２座,7/1/1998 0:00,792,50176.000000000000000,5651.500000000000000,55827.500000000000000,38,26,45450,0.05,1,0,0,0,1,815444,829190,屯門區,Tuen Mun,*,
9012,13489,556,22.281600000000001,114.151910000000001,帝堡城 5座,HONOR VILLA,翰庭軒,11/1/1999 0:00,78,5150.399999999999636,799.700000000000045,5950.100000000000364,31,25,36410,0.6,1,0,0,1,0,833693,815862,中西區,Central and Western,*,
9013,16843,564,22.483979999999999,114.138900000000007,海逸豪園 2期 玉庭軒 7座,CHEONG TO HOUSE,昌濤閣,3/1/2000 0:00,1280,91205.000000000000000,330.199999999999989,91535.199999999997090,41,25,27000,1.500000000000000,1,0,0,0,1,832361,838268,北區,North,*,
9014,9676,525,22.281600000000001,114.151910000000001,卓爾居 2期 6座,HONOR VILLA,翰庭軒,11/1/1999 0:00,78,5150.399999999999636,799.700000000000045,5950.100000000000364,31,25,36410,0.6,1,0,0,1,0,833693,815862,中西區,Central and Western,*,
9015,21300,446,22.381660000000000,113.971239999999995,翰庭軒,NERINE COVE BLOCK 1,南浪海灣一座,4/1/2000 0:00,1264,82941.699999999997090,4301.699999999999818,87243.399999999994179,35,24,45660,0.2,1,0,0,0,1,815093,826950,屯門區,Tuen Mun,*,
9016,6923,650,22.399690000000000,113.976429999999993,昌盛苑 昌濤閣 (C座),PARKVIEW COURT,慧景閣,6/1/2000 0:00,224,11477.100000000000364,148.500000000000000,11625.600000000000364,35,24,29000,0.2,1,0,0,1,0,815629,828950,屯門區,Tuen Mun,*,
9017,21076,446,22.483599999999999,114.138869999999997,翰庭軒,CHEONG YUN HOUSE,昌潤閣,3/1/2000 0:00,1280,91205.000000000000000,330.199999999999989,91535.199999999997090,41,25,27000,1.500000000000000,1,0,0,0,1,832358,838230,北區,North,*,
9018,9146,691,22.384100000000000,114.215590000000006,南浪海灣 1座,THE CASTELLO - PODIUM,帝堡城 - 平台,10/1/1999 0:00,1744,138651.000000000000000,7625.000000000000000,146276.000000000000000,5,25,74160,1.500000000000000,1,0,0,0,1,840153,827180,沙田區,Sha Tin,*,
9019,9539,478,22.318480000000001,114.157290000000003,慧景閣,ISLAND HARBOURVIEW TOWER 6,維港灣第六座,2/1/2000 0:00,1237,89970.899999999994179,0,89970.899999999994179,39,25,83000,0.8,1,0,0,0,1,834249,819941,油尖旺區,Yau Tsim Mong,*,
9020,6769,650,22.483599999999999,114.138869999999997,昌盛苑 昌潤閣 (D座),CHEONG YUN HOUSE,昌潤閣,3/1/2000 0:00,1280,91205.000000000000000,330.199999999999989,91535.199999999997090,41,25,27000,1.500000000000000,1,0,0,0,1,832358,838230,北區,North,*,
9021,11919,547,22.300689999999999,114.255060000000000,帝堡城 5座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,
9022,19568,603,22.409369999999999,113.981750000000005,維港灣 6座,PARKLAND VILLAS BLOCK 1,叠茵庭第一座,1/1/2000 0:00,1728,85572.500000000000000,1286.200000000000045,86858.699999999997090,29,25,40000,0.5,1,0,0,1,1,816178,830020,屯門區,Tuen Mun,*,
9023,8046,650,22.302260000000000,114.253559999999993,昌盛苑 昌潤閣 (D座),OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,
9024,13600,511,22.336040000000001,114.152900000000002,維景灣畔 1期 5座,CHUN LAI HOUSE,俊禮閣,2/1/2001 0:00,0,47343.900000000001455,0,47343.900000000001455,38,24,15850,0.4,1,0,0,0,0,833801,821890,深水埗區,Sham Shui Po,*,
9025,9378,499,22.316040000000001,114.163420000000002,疊茵庭 1座,PARK AVENUE TOWER 8,柏景灣第八座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.5,1,0,0,0,1,834881,819679,油尖旺區,Yau Tsim Mong,*,
9026,16865,504,22.302260000000000,114.253559999999993,維景灣畔 1期 1座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,
9027,10442,407,22.409369999999999,113.981750000000005,幸俊苑 俊禮閣 (A座),PARKLAND VILLAS BLOCK 1,叠茵庭第一座,1/1/2000 0:00,1728,85572.500000000000000,1286.200000000000045,86858.699999999997090,29,25,40000,0.5,1,0,0,1,1,816178,830020,屯門區,Tuen Mun,*,
9028,19599,449,22.410670000000000,113.981179999999995,柏景灣 1期 8座,PARKLAND VILLAS BLOCK 6,叠茵庭第六座,1/1/2000 0:00,1728,85572.500000000000000,1286.200000000000045,86858.699999999997090,29,25,40000,0.8,1,0,0,0,1,816118,830164,屯門區,Tuen Mun,*,
9029,15049,505,22.266660000000002,114.250969999999995,維景灣畔 1期 1座,ISLAND RESORT TOWER 8,藍灣半島８座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843902,814201,東區,Eastern,*,
9030,9779,499,22.281469999999999,114.229020000000006,疊茵庭 1座,ALDRICH GARDEN BLOCK 9,愛蝶灣第九座,10/1/2000 0:00,2972,175320.000000000000000,3993.599999999999909,179313.600000000005821,35,24,18800,0.3,1,0,0,0,1,841642,815845,東區,Eastern,*,
9031,10621,499,22.425319999999999,114.227279999999993,疊茵庭 6座,MARBELLA - PODIUM,迎濤灣 - 平台,4/1/2001 0:00,508,35530.199999999997090,5721.000000000000000,41251.199999999997090,3,23,56510,0.6,1,0,0,0,0,841443,831751,沙田區,Sha Tin,*,
9032,13736,728,22.362660000000002,114.105810000000005,藍灣半島 8座,VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*,
9033,11363,484,22.425090000000001,114.227109999999996,愛蝶灣 7座,MARBELLA - PODIUM,迎濤灣 - 平台,4/1/2001 0:00,508,35530.199999999997090,5721.000000000000000,41251.199999999997090,3,23,56510,0.6,1,0,0,0,0,841443,831751,沙田區,Sha Tin,*,
9034,10583,737,22.372630000000001,114.102739999999997,迎濤灣 1座 (A座),SERENADE COVE TOWER C,韻濤居Ｃ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828635,825940,荃灣區,Tsuen Wan,*,
9035,15030,499,22.362660000000002,114.105810000000005,灝景灣 3期 10座,VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*,
9036,10461,736,22.362660000000002,114.105810000000005,迎濤灣 2座 (B座),VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*,
9037,11855,555,22.315719999999999,114.163510000000002,韻濤居 C座,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*,
9038,14457,498,22.409690000000001,113.981870000000001,灝景灣 3期 10座,PARKLAND VILLAS BLOCK 2,叠茵庭第二座,1/1/2000 0:00,1728,85572.500000000000000,1286.200000000000045,86858.699999999997090,29,25,40000,0.5,1,0,0,0,1,816191,830055,屯門區,Tuen Mun,*,
9039,16865,504,22.302260000000000,114.253559999999993,灝景灣 3期 11座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,
9040,19320,471,22.436380000000000,114.031149999999997,柏景灣 1期 9座,Reach Summit Tower 1,尚悅．嶺 第1座,,0,15910.000000000000000,0,15910.000000000000000,24,0,35500,1.500000000000000,0,0,0,1,1,821267,833005,元朗區,Yuen Long,*,
9041,11222,499,22.316040000000001,114.163420000000002,疊茵庭 2座,PARK AVENUE TOWER 8,柏景灣第八座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.5,1,0,0,0,1,834881,819679,油尖旺區,Yau Tsim Mong,*,
9042,15873,504,22.436389999999999,114.031450000000007,維景灣畔 1期 1座,Reach Summit Tower 2,尚悅．嶺 第2座,,0,15910.000000000000000,0,15910.000000000000000,24,0,35500,1.500000000000000,0,0,0,0,1,821293,833001,元朗區,Yuen Long,*,
9043,9580,572,22.302260000000000,114.253559999999993,蝶翠峰 1期 1座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,
9044,19331,449,22.316040000000001,114.163420000000002,柏景灣 1期 8座,PARK AVENUE TOWER 8,柏景灣第八座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.5,1,0,0,0,1,834881,819679,油尖旺區,Yau Tsim Mong,*,
9045,9803,561,22.410530000000001,113.981499999999997,蝶翠峰 1期 2座,PARKLAND VILLAS BLOCK 5,叠茵庭第五座,1/1/2000 0:00,1728,85572.500000000000000,1286.200000000000045,86858.699999999997090,29,25,40000,0.7,1,0,0,0,1,816153,830147,屯門區,Tuen Mun,*,
9046,14030,784,22.315719999999999,114.163510000000002,維景灣畔 1期 1座,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*,
9047,18930,449,22.436789999999998,114.030850000000001,柏景灣 1期 8座,SERENO VERDE,蝶翠峰,12/1/2002 0:00,208,15836.799999999999272,0,15836.799999999999272,14,22,39000,1.500000000000000,1,0,0,0,1,821235,833051,元朗區,Yuen Long,*,
9048,12024,499,22.436920000000001,114.031160000000000,疊茵庭 5座,SERENO VERDE,蝶翠峰,12/1/2002 0:00,208,15836.799999999999272,0,15836.799999999999272,14,22,39000,1.500000000000000,1,0,0,0,1,821268,833064,元朗區,Yuen Long,*,
9049,17167,466,22.302460000000000,114.252889999999994,柏景灣 1期 9座,OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*,
9050,8171,793,22.300689999999999,114.255060000000000,蝶翠峰 3期 綠庭園 18座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*,
9051,8672,761,22.266340000000000,114.251339999999999,蝶翠峰 3期 綠庭園 17座,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*,
9052,14465,795,22.410530000000001,113.981499999999997,維景灣畔 1期 3座,PARKLAND VILLAS BLOCK 5,叠茵庭第五座,1/1/2000 0:00,1728,85572.500000000000000,1286.200000000000045,86858.699999999997090,29,25,40000,0.7,1,0,0,0,1,816153,830147,屯門區,Tuen Mun,*,
9053,15619,525,22.279869999999999,114.228830000000002,維景灣畔 1期 5座,ALDRICH GARDEN BLOCK 1,愛蝶灣第一座,10/1/2000 0:00,2972,175320.000000000000000,3993.599999999999909,179313.600000000005821,23,24,18800,0.05,1,0,0,0,1,841632,815667,東區,Eastern,*,
9054,14796,811,22.440010000000001,114.020300000000006,藍灣半島 7座,GREENERY PLACE TOWER 3,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820155,833407,元朗區,Yuen Long,*,
