OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
1497,12903,620,22.342070000000000,114.182190000000006,碧麗閣 G座,PHOENIX COURT BLOCK G,碧麗閣Ｇ座,10/1/1977 0:00,63,4019.800000000000182,0,4019.800000000000182,9,47,70000,0.9,1,0,0,0,0,836817,822555,九龍城區,Kowloon City,*
1498,14529,702,22.343019999999999,114.182400000000001,嘉栢園,ROCKFORD MANSION,嘉栢園,8/1/1978 0:00,90,6604.699999999999818,0,6604.699999999999818,7,46,94500,1.500000000000000,0,0,0,0,0,836837,822658,九龍城區,Kowloon City,*
1499,10465,516,22.281630000000000,114.213440000000006,南豐新邨 5座,NAM FUNG SUN CHUEN BLOCK 5,南豐新邨第5座,2/1/1978 0:00,0,11914.000000000000000,0,11914.000000000000000,29,47,33000,0.5,1,0,0,0,1,840044,815862,東區,Eastern,*
1500,12245,570,22.281569999999999,114.214659999999995,南豐新邨 8座,NAM FUNG SUN CHUEN BLOCK 8,南豐新邨第8座,8/1/1978 0:00,0,12118.000000000000000,0,12118.000000000000000,30,46,33000,0.6,1,0,0,0,1,840162,815863,東區,Eastern,*
1501,11240,516,22.283059999999999,114.213520000000003,南豐新邨 1座,NAM FUNG SUN CHUEN BLOCK 1,南豐新邨第1座,12/1/1977 0:00,0,13599.000000000000000,0,13599.000000000000000,35,47,33000,0.3,1,0,0,1,1,840052,816020,東區,Eastern,*
1502,10629,413,22.277830000000002,114.229240000000004,金華大廈,WING WAH HOUSE,永華大廈,7/1/1966 0:00,0,1516.000000000000000,257.300000000000011,1773.299999999999955,10,58,25000,0.05,1,0,0,1,0,841663,815448,東區,Eastern,*
1503,14956,460,22.325510000000001,114.167839999999998,安寶樓,AMBER HOUSE,安寶樓,7/1/1978 0:00,44,2124.900000000000091,1124.700000000000045,3249.599999999999909,14,46,20000,0.05,1,0,0,1,0,835337,820721,油尖旺區,Yau Tsim Mong,*
1504,12616,753,22.279570000000000,114.224320000000006,碧麗閣 B座,BELLEVE COURT BLOCK B,碧麗閣B座,9/1/1988 0:00,300,9939.799999999999272,670.200000000000045,10610.000000000000000,27,36,30000,0.4,1,0,0,0,0,841159,815637,東區,Eastern,*
1505,11092,586,22.334790000000002,114.141120000000001,美孚新邨 8期 百老匯街94-96號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832586,821748,深水埗區,Sham Shui Po,*
1506,16778,596,22.268670000000000,114.185130000000001,寶輝大廈,PORTFIELD BUILDING,寶輝大廈,11/1/1977 0:00,98,6361.399999999999636,0,6361.399999999999636,27,47,41750,1.500000000000000,1,0,0,0,0,837122,814418,灣仔區,Wan Chai,*
1507,13548,620,22.342070000000000,114.182190000000006,碧麗閣 G座,PHOENIX COURT BLOCK G,碧麗閣Ｇ座,10/1/1977 0:00,63,4019.800000000000182,0,4019.800000000000182,9,47,70000,0.9,1,0,0,0,0,836817,822555,九龍城區,Kowloon City,*
1508,14523,420,22.316510000000001,114.226079999999996,協和大廈,HIP WO HOUSE,協和大廈,8/1/1966 0:00,0,10538.600000000000364,1612.099999999999909,12150.700000000000728,21,58,16330,0.7,1,2,0,1,0,841334,819730,觀塘區,Kwun Tong,***
1509,24615,455,22.282430000000002,114.128370000000004,南生大廈,NAN SANG BUILDING,南生大廈,8/1/1978 0:00,54,2836.800000000000182,1650.900000000000091,4487.699999999999818,22,46,21150,0.05,1,0,0,0,0,831268,815953,中西區,Central and Western,*
1510,14285,434,22.288840000000000,114.194680000000005,光超台 B座,KWONG CHIU TERRACE BLOCK B,光超台 B 座,7/1/1978 0:00,0,15410.000000000000000,861.000000000000000,16271.000000000000000,32,46,51000,0.05,1,0,0,0,0,838103,816662,東區,Eastern,*
1511,16998,643,22.432050000000000,114.023820000000001,新雅閣,NO SPECIFIC NAME,沒有名稱,,0,109.299999999999997,0,109.299999999999997,3,0,25000,1.500000000000000,0,0,0,0,0,820513,832526,元朗區,Yuen Long,*
1512,15883,617,22.341919999999998,114.182159999999996,碧麗閣 H座,PHOENIX COURT BLOCK H,碧麗閣Ｈ座,10/1/1977 0:00,63,4019.800000000000182,0,4019.800000000000182,9,47,70000,0.9,1,0,0,1,0,836810,822538,九龍城區,Kowloon City,*
1513,20618,582,22.285280000000000,114.219399999999993,太古城 高山台 南山閣 (10座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1514,12068,406,22.360019999999999,114.126559999999998,昌鴻大廈,CHEONG HUNG MANSION,昌鴻大廈,8/1/1978 0:00,100,4084.800000000000182,1525.900000000000091,5610.699999999999818,23,46,19490,0.4,1,0,0,1,0,831095,824530,葵青區,Kwai Tsing,*
1515,11737,426,22.318159999999999,114.191839999999999,偉恒昌新邨 昌景閣 C座,NO SPECIFIC NAME,沒有名稱,1/1/1978 0:00,780,36988.199999999997090,5293.500000000000000,42281.699999999997090,1,47,26500,0.5,0,0,0,1,1,0,0,九龍城區,Kowloon City, 
1516,14579,583,22.284600000000001,114.220540000000000,太古城 翠湖台 太湖閣 (3座),TAI WOO MANSION,太湖閣,6/1/1978 0:00,206,12595.299999999999272,414.000000000000000,13009.299999999999272,28,46,47210,0.3,1,0,0,0,1,840766,816194,東區,Eastern,*
1517,13145,426,22.318370000000002,114.191919999999996,偉恒昌新邨 昌景閣 G座,CHONG CHIEN COURT BLOCK G,昌景閣Ｇ座,1/1/1978 0:00,780,36988.199999999997090,5293.500000000000000,42281.699999999997090,15,47,26500,0.6,1,0,0,0,1,837818,819929,九龍城區,Kowloon City,*
1518,20715,531,22.342849999999999,114.182680000000005,嘉翠園,CLIFFORD MANSION,嘉翠園,8/1/1978 0:00,90,6604.699999999999818,0,6604.699999999999818,7,46,94500,1.000000000000000,1,0,0,1,0,836865,822640,九龍城區,Kowloon City,*
1519,11711,666,22.334800000000001,114.141959999999997,美孚新邨 8期 百老匯街130-132號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832673,821749,深水埗區,Sham Shui Po,*
1520,13565,575,22.341850000000001,114.181590000000000,碧麗閣 C座,PHOENIX COURT BLOCK C,碧麗閣Ｃ座,11/1/1977 0:00,72,4822.899999999999636,0,4822.899999999999636,10,47,70000,0.9,1,0,0,0,0,836754,822531,九龍城區,Kowloon City,*
1521,16512,648,22.342020000000002,114.181690000000003,碧麗閣 D座,PHOENIX COURT BLOCK D,碧麗閣Ｄ座,11/1/1977 0:00,72,4822.899999999999636,0,4822.899999999999636,10,47,70000,1.000000000000000,1,0,0,1,0,836764,822550,九龍城區,Kowloon City,*
1522,10877,570,22.283059999999999,114.213520000000003,南豐新邨 1座,NAM FUNG SUN CHUEN BLOCK 1,南豐新邨第1座,12/1/1977 0:00,0,13599.000000000000000,0,13599.000000000000000,35,47,33000,0.3,1,0,0,1,1,840052,816020,東區,Eastern,*
1523,12652,656,22.334320000000002,114.141530000000003,美孚新邨 8期 百老匯街106-108號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.4,1,0,0,0,1,832626,821696,深水埗區,Sham Shui Po,*
1524,11240,516,22.283059999999999,114.213520000000003,南豐新邨 1座,NAM FUNG SUN CHUEN BLOCK 1,南豐新邨第1座,12/1/1977 0:00,0,13599.000000000000000,0,13599.000000000000000,35,47,33000,0.3,1,0,0,1,1,840052,816020,東區,Eastern,*
1525,16472,516,22.282640000000001,114.214720000000000,南豐新邨 11座,NAM FUNG SUN CHUEN BLOCK 11,南豐新邨第11座,9/1/1978 0:00,0,12757.000000000000000,0,12757.000000000000000,32,46,33000,0.4,1,0,0,0,1,840163,815973,東區,Eastern,*
1526,14513,689,22.285280000000000,114.219399999999993,太古城 高山台 南山閣 (10座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1527,15437,583,22.284600000000001,114.220540000000000,太古城 翠湖台 太湖閣 (3座),TAI WOO MANSION,太湖閣,6/1/1978 0:00,206,12595.299999999999272,414.000000000000000,13009.299999999999272,28,46,47210,0.3,1,0,0,0,1,840766,816194,東區,Eastern,*
1528,8247,485,22.317260000000001,114.230770000000007,富華閣,FU WAH COURT,富華閣,3/1/1978 0:00,0,18317.299999999999272,4445.600000000000364,22762.900000000001455,32,47,25500,1.500000000000000,1,0,0,1,0,841819,819810,觀塘區,Kwun Tong,*
1529,13957,609,22.268719999999998,114.183400000000006,鳳輝閣,FUNG FAI COURT,鳳輝閣,6/1/1978 0:00,38,2316.800000000000182,0,2316.800000000000182,5,46,56640,1.500000000000000,1,0,0,0,0,836933,814432,灣仔區,Wan Chai,*
1530,13943,667,22.341850000000001,114.181590000000000,碧麗閣 C座,PHOENIX COURT BLOCK C,碧麗閣Ｃ座,11/1/1977 0:00,72,4822.899999999999636,0,4822.899999999999636,10,47,70000,0.9,1,0,0,0,0,836754,822531,九龍城區,Kowloon City,*
1531,7113,492,22.395910000000001,113.975330000000000,屯門中心大廈,TUEN MUN CENTRE - PODIUM,屯門中心大廈 - 平台,12/1/1977 0:00,192,8288.899999999999636,5965.699999999999818,14254.600000000000364,4,47,18080,0.2,1,0,0,1,0,815502,828524,屯門區,Tuen Mun,*
1532,10250,400,22.252479999999998,114.139070000000004,華富閣,FORTUNA SHOPPING MALL,華富閣商場,3/1/1978 0:00,200,9417.799999999999272,2068.400000000000091,11486.200000000000728,1,47,33710,3.000000000000000,0,0,0,1,0,0,0,南區,Southern, 
1533,11322,484,22.284600000000001,114.220540000000000,太古城 翠湖台 太湖閣 (3座),TAI WOO MANSION,太湖閣,6/1/1978 0:00,206,12595.299999999999272,414.000000000000000,13009.299999999999272,28,46,47210,0.3,1,0,0,0,1,840766,816194,東區,Eastern,*
1534,8730,441,22.378730000000001,114.104560000000006,荃威花園 E座,ALLWAY GARDENS BLOCK E,荃威花園Ｅ座,7/1/1978 0:00,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828819,826616,荃灣區,Tsuen Wan,*
1535,15318,581,22.285280000000000,114.219399999999993,太古城 高山台 恆山閣 (12座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1536,8609,906,22.334790000000002,114.141120000000001,美孚新邨 8期 百老匯街94-96號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832586,821748,深水埗區,Sham Shui Po,*
1537,14000,570,22.281590000000001,114.214280000000002,南豐新邨 7座,NAM FUNG SUN CHUEN BLOCK 7,南豐新邨第7座,6/1/1978 0:00,0,11645.000000000000000,74.200000000000003,11719.200000000000728,29,46,33000,0.5,1,0,0,0,1,840123,815865,東區,Eastern,*
1538,11309,672,22.335120000000000,114.142030000000005,美孚新邨 8期 百老匯街126-128號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1539,16690,689,22.285280000000000,114.219399999999993,太古城 高山台 怡山閣 (16座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1540,15011,433,22.276740000000000,114.176699999999997,文安樓 B座,MAN ON HOUSE BLOCK B,文安樓B座,9/1/1977 0:00,0,7838.500000000000000,2104.199999999999818,9942.700000000000728,22,47,21250,0.4,1,0,0,0,0,836251,815324,灣仔區,Wan Chai,*
1541,7693,555,22.377099999999999,114.104439999999997,荃威花園 C座,ALLWAY GARDENS BLOCK C,荃威花園Ｃ座,7/1/1978 0:00,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828800,826446,荃灣區,Tsuen Wan,*
1542,16389,529,22.285280000000000,114.219399999999993,太古城 高山台 龍山閣 (14座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1543,10489,429,22.250060000000001,114.148610000000005,嘉和大廈 B座,KA WO BUILDING,嘉和大廈,5/1/1978 0:00,340,13652.000000000000000,2514.000000000000000,16166.000000000000000,28,46,29640,2.000000000000000,1,0,0,1,0,833355,812361,南區,Southern,*
1544,14170,494,22.305740000000000,114.188050000000004,黃埔新邨 景富樓 (W座),KI FU BUILDING - PODIUM,祈富樓 - 平台,4/1/1978 0:00,420,18298.299999999999272,2795.599999999999909,21093.900000000001455,1,46,34340,0.05,1,0,0,0,1,837411,818515,九龍城區,Kowloon City,*
1545,20618,582,22.285280000000000,114.219399999999993,太古城 高山台 龍山閣 (14座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1546,11325,415,22.288170000000001,114.140209999999996,均益大廈 第3期 A座,KWAN YICK BUILDING PHASE III BLOCK A,均益大廈第三期A座,6/1/1978 0:00,0,34928.000000000000000,7146.699999999999818,42074.699999999997090,26,46,22780,0.2,1,0,0,0,0,832490,816586,中西區,Central and Western,*
1547,16367,457,22.276859999999999,114.176860000000005,文安樓 A座,MAN ON HOUSE BLOCK A,文安樓A座,9/1/1977 0:00,0,7838.500000000000000,2104.199999999999818,9942.700000000000728,22,47,21250,0.4,1,0,0,0,0,836264,815329,灣仔區,Wan Chai,*
1548,12372,451,22.282430000000002,114.128370000000004,南生大廈,NAN SANG BUILDING,南生大廈,8/1/1978 0:00,54,2836.800000000000182,1650.900000000000091,4487.699999999999818,22,46,21150,0.05,1,0,0,0,0,831268,815953,中西區,Central and Western,*
1549,11180,644,22.334790000000002,114.141120000000001,美孚新邨 8期 百老匯街94-96號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832586,821748,深水埗區,Sham Shui Po,*
1550,10000,400,22.252479999999998,114.139070000000004,華富閣,FORTUNA SHOPPING MALL,華富閣商場,3/1/1978 0:00,200,9417.799999999999272,2068.400000000000091,11486.200000000000728,1,47,33710,3.000000000000000,0,0,0,1,0,0,0,南區,Southern, 
1551,10334,479,22.252479999999998,114.139070000000004,華富閣,FORTUNA SHOPPING MALL,華富閣商場,3/1/1978 0:00,200,9417.799999999999272,2068.400000000000091,11486.200000000000728,1,47,33710,3.000000000000000,0,0,0,1,0,0,0,南區,Southern, 
1552,15120,582,22.285280000000000,114.219399999999993,太古城 高山台 鳳山閣 (15座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1553,16188,593,22.285280000000000,114.219399999999993,太古城 高山台 恆山閣 (12座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1554,13366,606,22.304150000000000,114.172780000000003,富裕臺 B座,FORTUNE TERRACE,富裕臺,9/1/1978 0:00,270,15773.399999999999636,651.200000000000045,16424.599999999998545,2,46,38750,0.05,0,0,0,0,0,835851,818354,油尖旺區,Yau Tsim Mong,*
1555,10268,670,22.335120000000000,114.142030000000005,美孚新邨 8期 百老匯街126-128號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.4,1,0,0,0,1,832682,821787,深水埗區,Sham Shui Po,*
1556,13457,593,22.285280000000000,114.219399999999993,太古城 高山台 金山閣 (17座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1557,9728,699,22.334710000000001,114.141409999999993,美孚新邨 8期 百老匯街98-100號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,21,46,60000,0.3,1,0,0,0,1,832612,821735,深水埗區,Sham Shui Po,*
1558,14598,685,22.285280000000000,114.219399999999993,太古城 高山台 金山閣 (17座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1559,10392,433,22.325540000000000,114.215119999999999,利基大廈 A座,LEE KEE BUILDING BLOCK A,利基大廈Ａ座,11/1/1977 0:00,288,26102.000000000000000,6783.199999999999818,32885.199999999997090,27,47,30000,0.2,1,0,0,0,0,840208,820724,觀塘區,Kwun Tong,*
1560,11940,670,22.335210000000000,114.141549999999995,美孚新邨 8期 百老匯街118-120號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832632,821796,深水埗區,Sham Shui Po,*
1561,11415,657,22.341850000000001,114.181590000000000,碧麗閣 C座,PHOENIX COURT BLOCK C,碧麗閣Ｃ座,11/1/1977 0:00,72,4822.899999999999636,0,4822.899999999999636,10,47,70000,0.9,1,0,0,0,0,836754,822531,九龍城區,Kowloon City,*
1562,16202,611,22.275990000000000,114.179659999999998,愛群閣,OI KWAN COURT,愛羣閣,3/1/1980 0:00,0,8548.000000000000000,3774.699999999999818,12322.700000000000728,26,45,42650,0.7,1,0,0,1,0,836549,815241,灣仔區,Wan Chai,*
1563,18900,582,22.285280000000000,114.219399999999993,太古城 高山台 龍山閣 (14座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1564,7936,441,22.378730000000001,114.104560000000006,荃威花園 E座,ALLWAY GARDENS BLOCK E,荃威花園Ｅ座,7/1/1978 0:00,380,46779.500000000000000,12341.500000000000000,59121.000000000000000,27,46,30000,2.000000000000000,1,0,0,0,1,828819,826616,荃灣區,Tsuen Wan,*
1565,19238,420,22.316510000000001,114.226079999999996,協和大廈,HIP WO HOUSE,協和大廈,8/1/1966 0:00,0,10538.600000000000364,1612.099999999999909,12150.700000000000728,21,58,16330,0.7,1,2,0,1,0,841334,819730,觀塘區,Kwun Tong,***
1566,12807,570,22.281630000000000,114.213440000000006,南豐新邨 5座,NAM FUNG SUN CHUEN BLOCK 5,南豐新邨第5座,2/1/1978 0:00,0,11914.000000000000000,0,11914.000000000000000,29,47,33000,0.5,1,0,0,0,1,840044,815862,東區,Eastern,*
1567,15292,582,22.285280000000000,114.219399999999993,太古城 高山台 寶山閣 (11座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
1568,15207,434,22.288840000000000,114.194680000000005,光超台 B座,KWONG CHIU TERRACE BLOCK B,光超台 B 座,7/1/1978 0:00,0,15410.000000000000000,861.000000000000000,16271.000000000000000,32,46,51000,0.05,1,0,0,0,0,838103,816662,東區,Eastern,*
1569,11572,674,22.335210000000000,114.141549999999995,美孚新邨 8期 百老匯街118-120號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832632,821796,深水埗區,Sham Shui Po,*
1570,10000,670,22.335249999999998,114.141310000000004,美孚新邨 8期 百老匯街114-116號,MEI FOO SUN CHUEN STAGE VIII,美孚新邨第八期,5/1/1978 0:00,128,107377.000000000000000,6313.100000000000364,113690.100000000005821,17,46,60000,0.3,1,0,0,0,1,832607,821800,深水埗區,Sham Shui Po,*
1571,13138,685,22.285280000000000,114.219399999999993,太古城 高山台 怡山閣 (16座),TAIKOO SHING - PO SHAN MANSION,太古城 寶山閣,12/1/1981 0:00,198,13271.700000000000728,6493.300000000000182,19765.000000000000000,32,43,47750,0.4,1,0,0,0,1,840652,816260,東區,Eastern,*
